image_path,text_description,label
agumentation data1/Apple___healthy/image (548).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (549).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (55).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (550).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (551).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (552).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (553).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (554).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (555).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (556).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (557).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (558).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (559).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (56).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (560).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (561).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (562).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (563).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (564).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (565).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (566).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (567).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (568).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (569).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (57).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (570).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (571).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (572).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (573).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (574).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (575).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (576).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (577).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (578).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (579).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (58).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (580).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (581).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (582).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (583).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (584).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (585).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (586).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (587).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (588).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (589).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (59).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (590).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (591).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (592).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (593).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (594).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (595).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (596).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (597).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (598).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (599).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (6).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (60).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (600).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (601).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (602).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (603).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (604).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (605).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (606).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (607).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (608).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (609).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (61).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (610).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (611).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (612).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (62).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (63).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (64).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (65).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (66).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (67).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (68).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (69).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (7).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (70).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (71).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (72).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (73).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (74).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (75).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (76).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (77).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (78).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (79).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (8).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (80).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (81).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (82).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (83).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (84).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (85).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (86).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (87).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (88).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (89).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (9).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (90).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (91).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (92).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (93).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (94).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (95).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (96).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (97).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (98).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Apple___healthy/image (99).JPG,Healthy apple leaf with smooth green surface and no visible disease symptoms.,Apple___healthy
agumentation data1/Blueberry___healthy/image (1).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (10).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (11).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (12).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (13).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (14).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (15).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (16).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (17).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (18).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (19).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (2).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (20).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (21).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (22).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (23).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (24).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (25).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (26).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (27).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (28).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (29).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (3).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (30).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (31).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (32).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (33).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (34).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (35).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (36).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (4).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (48).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (5).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (6).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (60).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (7).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (72).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (8).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (84).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (9).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Blueberry___healthy/image (96).JPG,Healthy blueberry leaf with uniform green coloration and no signs of infection.,Blueberry___healthy
agumentation data1/Cherry___healthy/image (1).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (10).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (100).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (101).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (102).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (103).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (104).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (105).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (106).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (107).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (108).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (109).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (11).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (110).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (111).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (112).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (113).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (114).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (115).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (116).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (117).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (118).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (119).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (12).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (120).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (121).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (122).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (123).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (124).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (125).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (126).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (127).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (128).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (129).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (13).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (130).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (131).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (132).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (133).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (134).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (135).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (136).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (137).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (138).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (139).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (14).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (140).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (141).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (142).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (143).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (144).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (145).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (146).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (147).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (148).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (149).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (15).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (150).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (151).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (152).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (153).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (154).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (155).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (156).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (157).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (158).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (159).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (16) - Copy.JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (16).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (160).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (161).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (162).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (163).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (164).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
agumentation data1/Cherry___healthy/image (165).JPG,Cherry leaf appears healthy with smooth texture and no discoloration or spots.,Cherry___healthy
